Common Name,Species Code
Western Wood-Pewee,wewpew
Eastern Wood-Pewee,eawpew
Western x Eastern Wood-Pewee (hybrid),x00858
Western/Eastern Wood-Pewee,woopew
Tropical Pewee,tropew1
Tropical Pewee (Short-legged),tropew4
Tropical Pewee (Tropical),tropew3
Tropical Pewee (Tumbes),tropew2
Cuban Pewee,cubpew1
Jamaican Pewee,jampew1
Hispaniolan Pewee,hispew1
Lesser Antillean Pewee,leapew1
Lesser Antillean Pewee (Lesser Antilles),leapew2
Lesser Antillean Pewee (Puerto Rico),leapew3
Lesser Antillean Pewee (St. Lucia),leapew4
White-throated Pewee,whtpew1
Blackish Pewee,blapew1
pewee sp. (Contopus sp.),pewee1
Fuscous Flycatcher,fusfly1
Fuscous Flycatcher (Campina),fusfly3
Fuscous Flycatcher (Fuscous),fusfly2
Yellow-bellied Flycatcher,yebfly
Acadian Flycatcher,acafly
Alder Flycatcher,aldfly
Willow Flycatcher,wilfly
Willow Flycatcher (Eastern),wilfly1
Willow Flycatcher (Northwestern),wilfly2
Willow Flycatcher (Southwestern),wilfly3
Alder/Willow Flycatcher (Traill's Flycatcher),y00324
White-throated Flycatcher,whtfly1
Least Flycatcher,leafly
Hammond's Flycatcher,hamfly
Gray Flycatcher,gryfly
Dusky Flycatcher,dusfly
Gray/Dusky Flycatcher,y00618
Hammond's/Dusky Flycatcher,y00014
Pine Flycatcher,pinfly1
Pacific-slope Flycatcher,pasfly
Cordilleran Flycatcher,corfly
Pacific-slope x Cordilleran Flycatcher (hybrid),x00770
Pacific-slope/Cordilleran Flycatcher (Western Flycatcher),wesfly
Yellowish Flycatcher,yelfly1
Buff-breasted Flycatcher,bubfly
Black-capped Flycatcher,blcfly1
Empidonax sp.,empido
Black Phoebe,blkpho
Black Phoebe (Northern),blkpho1
Black Phoebe (White-winged),blkpho2
Eastern Phoebe,easpho
Black x Eastern Phoebe (hybrid),x00621
Say's Phoebe,saypho
Black x Say's Phoebe (hybrid),x00635
phoebe sp.,phoebe1
Vermilion Flycatcher,verfly
Vermilion Flycatcher (Northern),verfly5
Vermilion Flycatcher (saturatus),verfly6
Vermilion Flycatcher (obscurus Group),verfly7
Vermilion Flycatcher (Austral),verfly1
Vermilion Flycatcher (Galapagos),verfly3
Vermilion Flycatcher (San Cristobal),verfly8
Austral Negrito,ausneg1
Andean Negrito,andneg1
Austral/Andean Negrito,y00603
Riverside Tyrant,rivtyr2
Riverside Tyrant (Riverside),rivtyr3
Riverside Tyrant (Sclater's),rivtyr4
Rufous-tailed Tyrant,ruttyr1
Amazonian Black-Tyrant,ambtyr1
Caatinga Black-Tyrant,whwblt2
Crested Black-Tyrant,crbtyr1
Velvety Black-Tyrant,vebtyr1
Jelski's Black-Tyrant,andtyr3
Plumbeous Black-Tyrant,andtyr2
Jelski's/Plumbeous Black-Tyrant,andtyr1
Blue-billed Black-Tyrant,bbbtyr1
Cinereous Tyrant,cintyr1
White-winged Black-Tyrant,whwblt1
White-winged Black-Tyrant (White-rumped),whwblt4
White-winged Black-Tyrant (White-winged),whwblt5
Hudson's Black-Tyrant,hubtyr1
White-winged/Hudson's Black-Tyrant,y00971
black-tyrant sp.,black-2
Spectacled Tyrant,spetyr1
Drab Water Tyrant,drwtyr1
Yellow-browed Tyrant,yebtyr2
Little Ground-Tyrant,ligtyr1
Spot-billed Ground-Tyrant,sbgtyr1
Taczanowski's Ground-Tyrant,tacgrt1
Puna Ground-Tyrant,pugtyr1
Cinereous Ground-Tyrant,cingrt1
White-fronted Ground-Tyrant,wfgtyr1
Ochre-naped Ground-Tyrant,ongtyr1
Rufous-naped Ground-Tyrant,rngtyr1
Rufous-naped Ground-Tyrant (Rufous-naped),rungrt1
Rufous-naped Ground-Tyrant (pallidiceps),rungrt2
Dark-faced Ground-Tyrant,dafgrt1
Dark-faced Ground-Tyrant (mentalis),dafgrt2
Dark-faced Ground-Tyrant (maclovianus),dafgrt3
White-browed Ground-Tyrant,wbgtyr1
Plain-capped Ground-Tyrant,plcgrt1
Cinnamon-bellied Ground-Tyrant,cibgrt1
Black-fronted Ground-Tyrant,bfgtyr1
ground-tyrant sp.,ground1
Black-billed Shrike-Tyrant,bkbsht1
White-tailed Shrike-Tyrant,wtstyr1
Great Shrike-Tyrant,gresht1
Gray-bellied Shrike-Tyrant,gybsht1
Gray-bellied Shrike-Tyrant (andecola),gybsht2
Gray-bellied Shrike-Tyrant (micropterus),gybsht3
Lesser Shrike-Tyrant,lessht1
shrike-tyrant sp.,shrike1
Fire-eyed Diucon,fiediu1
Gray Monjita,grymon1
Black-crowned Monjita,bkcmon1
White-rumped Monjita,whrmon2
White Monjita,whimon1
Salinas Monjita,salmon1
Rusty-backed Monjita,rubmon1
Black-and-white Monjita,bawmon3
Streak-throated Bush-Tyrant,stbtyr1
Santa Marta Bush-Tyrant,smbtyr1
Smoky Bush-Tyrant,smbtyr2
Rufous-bellied Bush-Tyrant,rbbtyr1
Myiotheretes sp.,myioth2
Red-rumped Bush-Tyrant,rrbtyr1
Rufous-webbed Bush-Tyrant,rwbtyr1
Chocolate-vented Tyrant,chvtyr2
Streamer-tailed Tyrant,stttyr2
Shear-tailed Gray Tyrant,shtgrt1
Pied Water-Tyrant,piwtyr1
Black-backed Water-Tyrant,bbwtyr1
Masked Water-Tyrant,mawtyr1
White-headed Marsh Tyrant,whmtyr1
Cock-tailed Tyrant,cottyr1
Strange-tailed Tyrant,stttyr1
Tumbes Tyrant,tumtyr2
Crowned Chat-Tyrant,crocht1
Crowned Chat-Tyrant (Crowned),crocht2
Crowned Chat-Tyrant (Kalinowski's),crocht3
Jelski's Chat-Tyrant,jelcht1
Golden-browed Chat-Tyrant,gobcht1
Yellow-bellied Chat-Tyrant,yebcht1
Slaty-backed Chat-Tyrant,sbctyr1
Slaty-backed Chat-Tyrant (Slaty-backed),slbcht2
Slaty-backed Chat-Tyrant (Blackish),slbcht1
Slaty-backed Chat-Tyrant (Maroon-belted),slbcht3
Rufous-breasted Chat-Tyrant,rbctyr1
Brown-backed Chat-Tyrant,bbctyr1
Brown-backed Chat-Tyrant (Brown-backed),bnbcht1
Brown-backed Chat-Tyrant (Rufous-browed),bnbcht2
d'Orbigny's Chat-Tyrant,dorcht1
Piura Chat-Tyrant,pictyr1
White-browed Chat-Tyrant,wbctyr1
chat-tyrant sp.,chat-t1
Patagonian Tyrant,pattyr2
Long-tailed Tyrant,lottyr1
Short-tailed Field Tyrant,stftyr1
Cattle Tyrant,cattyr
Large-headed Flatbill,lahfla2
Rufous-tailed Flatbill,rutfla1
Dusky-tailed Flatbill,dutfla1
Ramphotrigon sp.,rampho1
Rufous-tailed Attila,rutatt1
Cinnamon Attila,cinatt1
Ochraceous Attila,ochatt1
Citron-bellied Attila,cibatt1
Dull-capped Attila,ducatt1
Gray-hooded Attila,gyhatt1
Bright-rumped Attila,brratt1
Bright-rumped Attila (Northern),brratt2
Bright-rumped Attila (Southern),brratt3
attila sp.,attila1
Choco Sirystes,siryst3
White-rumped Sirystes,whrsir1
Todd's Sirystes,todsir1
Sibilant Sirystes,sibsir1
sirystes sp.,siryst1
Rufous Casiornis,rufcas2
Ash-throated Casiornis,astcas2
Rufous Mourner,rufmou1
Grayish Mourner,gramou1
Pale-bellied Mourner,pabmou1
Rufous Flycatcher,ruffly1
Yucatan Flycatcher,yucfly1
Sad Flycatcher,sadfly1
Dusky-capped Flycatcher,ducfly
Dusky-capped Flycatcher (Arizona),ducfly3
Dusky-capped Flycatcher (East Mexico),ducfly4
Swainson's Flycatcher,swafly1
Venezuelan Flycatcher,venfly1
Panama Flycatcher,panfly1
Venezuelan/Panama Flycatcher,y00972
Short-crested Flycatcher,shcfly1
Apical Flycatcher,apifly1
Sooty-crowned Flycatcher,socfly2
Sooty-crowned Flycatcher (phaeocephalus),socfly6
Sooty-crowned Flycatcher (interior),socfly7
Pale-edged Flycatcher,paefly1
Ash-throated Flycatcher,astfly
Nutting's Flycatcher,nutfly
Nutting's Flycatcher (Nutting's),nutfly1
Nutting's Flycatcher (flavidior),nutfly2
Great Crested Flycatcher,grcfly
Brown-crested Flycatcher,bncfly
Brown-crested Flycatcher (Arizona),bncfly1
Brown-crested Flycatcher (Cooper's),bncfly5
Brown-crested Flycatcher (Ometepe),bncfly3
Brown-crested Flycatcher (South American),bncfly4
Galapagos Flycatcher,galfly1
Grenada Flycatcher,grefly1
Rufous-tailed Flycatcher,rutfly1
La Sagra's Flycatcher,lasfly
Stolid Flycatcher,stofly1
Puerto Rican Flycatcher,purfly1
Lesser Antillean Flycatcher,leafly1
Myiarchus sp.,myiarc
Flammulated Flycatcher,flafly1
Lesser Kiskadee,leskis1
Great Kiskadee,grekis
Boat-billed Flycatcher,bobfly1
Boat-billed Flycatcher (Northern),bobfly3
Boat-billed Flycatcher (South American),bobfly5
Boat-billed Flycatcher (Tumbes),bobfly4
Rusty-margined Flycatcher,rumfly1
Social Flycatcher,socfly1
Social Flycatcher (Vermilion-crowned),socfly3
Social Flycatcher (Social),socfly4
Social Flycatcher (Tumbes),socfly5
Rusty-margined/Social Flycatcher,y00798
Gray-capped Flycatcher,grcfly1
Dusky-chested Flycatcher,ducfly2
Gray-capped/Dusky-chested Flycatcher,y00799
White-bearded Flycatcher,whbfly1
White-ringed Flycatcher,whrfly
Yellow-throated Flycatcher,yetfly2
Three-striped Flycatcher,thsfly2
Yellow-throated/Three-striped Flycatcher,y00885
Lemon-browed Flycatcher,lebfly2
Golden-bellied Flycatcher,gobfly1
Golden-crowned Flycatcher,gocfly1
Baird's Flycatcher,baifly1
Streaked Flycatcher,strfly1
Streaked Flycatcher (Streaked),strfly2
Streaked Flycatcher (solitarius),strfly3
Sulphur-bellied Flycatcher,subfly
Streaked/Sulphur-bellied Flycatcher,y00607
Piratic Flycatcher,pirfly1
Variegated Flycatcher,varfly
Crowned Slaty Flycatcher,croslf1
Sulphury Flycatcher,sulfly1
Snowy-throated Kingbird,sntkin1
White-throated Kingbird,whtkin1
Tropical Kingbird,trokin
White-throated/Tropical Kingbird,y00740
Couch's Kingbird,coukin
Tropical/Couch's Kingbird,y00325
Cassin's Kingbird,caskin
Thick-billed Kingbird,thbkin
Western Kingbird,weskin
Cassin's/Western Kingbird,y00619
yellow-bellied kingbird sp.,yebkin2
Tyrannus sp.,tyrann1
Eastern Kingbird,easkin
Western x Eastern Kingbird (hybrid),x00718
Gray Kingbird,grykin
Tropical x Gray Kingbird (hybrid),x00859
Loggerhead Kingbird,logkin
Loggerhead Kingbird (Loggerhead),logkin3
Loggerhead Kingbird (Puerto Rican),logkin1
Loggerhead Kingbird (Hispaniolan),logkin2
Giant Kingbird,giakin1
Scissor-tailed Flycatcher,sctfly
Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),x00441
Western Kingbird x Scissor-tailed Flycatcher (hybrid),x00442
Fork-tailed Flycatcher,fotfly
Fork-tailed Flycatcher (savana),fotfly1
Fork-tailed Flycatcher (monachus),fotfly2
Fork-tailed Flycatcher (sanctaemartae),fotfly3
Fork-tailed Flycatcher (circumdatus),fotfly4
flycatcher sp. (Tyrannidae sp.),flycat1
Sharpbill,sharpb1
Hooded Berryeater,hoober2
Black-headed Berryeater,bkhber1
Green-and-black Fruiteater,gabfru1
Green-and-black Fruiteater (Green-and-black),gabfru4
Green-and-black Fruiteater (Sira),gabfru3
Band-tailed Fruiteater,batfru1
Band-tailed Fruiteater (intermedia),batfru2
Band-tailed Fruiteater (signata),batfru3
Barred Fruiteater,barfru1
Golden-breasted Fruiteater,gobfru1
Orange-breasted Fruiteater,orbfru1
Black-chested Fruiteater,blcfru1
Masked Fruiteater,masfru1
Scarlet-breasted Fruiteater,scbfru1
Scarlet-breasted Fruiteater (squamipectus),scbfru2
Scarlet-breasted Fruiteater (frontalis),scbfru3
Fiery-throated Fruiteater,fitfru1
Handsome Fruiteater,hanfru1
Red-banded Fruiteater,rebfru1
Pipreola sp.,pipreo1
Scaled Fruiteater,scafru1
White-cheeked Cotinga,whccot1
Peruvian Plantcutter,perpla1
White-tipped Plantcutter,whtpla1
Rufous-tailed Plantcutter,rutpla1
Swallow-tailed Cotinga,swtcot1
Swallow-tailed Cotinga (Palkachupa),swtcot2
Swallow-tailed Cotinga (Swallow-tailed),swtcot3
Chestnut-bellied Cotinga,chbcot1
Bay-vented Cotinga,bavcot1
Red-crested Cotinga,reccot1
Chestnut-crested Cotinga,chccot1
Guianan Red-Cotinga,gurcot1
Black-necked Red-Cotinga,bnrcot1
Guianan Cock-of-the-rock,gcoroc1
Andean Cock-of-the-rock,andcot1
Gray-tailed Piha,gytpih1
Olivaceous Piha,olipih2
Crimson Fruitcrow,crifru1
Purple-throated Fruitcrow,putfru1
Red-ruffed Fruitcrow,rerfru1
Bare-necked Umbrellabird,banumb1
Amazonian Umbrellabird,amaumb1
Long-wattled Umbrellabird,lowumb1
Capuchinbird,capuch1
Lovely Cotinga,lovcot1
Turquoise Cotinga,turcot1
Blue Cotinga,blucot1
Plum-throated Cotinga,pltcot1
Purple-breasted Cotinga,pubcot1
Banded Cotinga,bancot1
Spangled Cotinga,spacot1
blue cotinga sp.,blucot2
Chestnut-capped Piha,chcpih1
Dusky Piha,duspih1
Scimitar-winged Piha,scwpih1
Rufous Piha,rufpih1
Screaming Piha,scrpih1
Cinnamon-vented Piha,civpih1
Rose-collared Piha,rocpih1
Black-and-gold Cotinga,bagcot1
Gray-winged Cotinga,gywcot1
Three-wattled Bellbird,thwbel
White Bellbird,whibel2
Bearded Bellbird,beabel1
Bare-throated Bellbird,batbel1
Purple-throated Cotinga,putcot1
Black-tipped Cotinga,bltcot1
Yellow-billed Cotinga,yebcot1
Snowy Cotinga,snocot1
Pompadour Cotinga,pomcot1
White-tailed Cotinga,whtcot1
White-winged Cotinga,whwcot1
Bare-necked Fruitcrow,banfru1
Black-faced Cotinga,blfcot1
Dwarf Tyrant-Manakin,dwtman1
Tiny Tyrant-Manakin,titman1
Pale-bellied Tyrant-Manakin,pbtman1
Saffron-crested Tyrant-Manakin,sctman1
Wied's Tyrant-Manakin,witman1
Serra do Mar Tyrant-Manakin,sdmman1
Sulphur-bellied Tyrant-Manakin,sbtman1
Yellow-headed Manakin,yehman2
Jet Manakin,jetman2
Araripe Manakin,araman1
Helmeted Manakin,helman1
Lance-tailed Manakin,latman1
Long-tailed Manakin,lotman1
Blue-backed Manakin,blbman1
Yungas Manakin,yunman1
Swallow-tailed Manakin,swtman1
Pin-tailed Manakin,pitman1
Golden-winged Manakin,gowman1
White-ruffed Manakin,whrman1
White-bibbed Manakin,whbman2
White-throated Manakin,whtman1
Olive Manakin,oliman2
Black Manakin,blaman1
Green Manakin,greman2
Green Manakin (Choco),grnman1
Green Manakin (Green),grnman2
Blue-crowned Manakin,blcman1
Blue-crowned Manakin (Velvety),bucman1
Blue-crowned Manakin (Blue-crowned),bucman2
Blue-crowned Manakin (Exquisite),bucman3
Snow-capped Manakin,sncman1
Golden-crowned Manakin,gocman2
Opal-crowned Manakin,opcman1
Orange-bellied Manakin,orbman1
White-fronted Manakin,whfman1
Orange-bellied/White-fronted Manakin,y00886
Blue-rumped Manakin,blrman1
Cerulean-capped Manakin,cecman1
Lepidothrix sp.,lepido2
Orange-crowned Manakin,orcman3
Yellow-crowned Manakin,yecman2
Flame-crowned Manakin,flcman2
White-collared Manakin,whcman1
Orange-collared Manakin,orcman1
Golden-collared Manakin,gocman1
White-collared x Golden-collared Manakin (hybrid),x00811
White-bearded Manakin,whbman1
Crimson-hooded Manakin,crhman1
Wire-tailed Manakin,witman2
Band-tailed Manakin,batman1
Club-winged Manakin,clwman1
Striped Manakin,strman1
Striped Manakin (Western),strman3
Striped Manakin (aureopectus),strman4
Striped Manakin (Eastern),strman2
Painted Manakin (undescribed form),paiman1
Fiery-capped Manakin,ficman1
White-crowned Manakin,whcman2
White-crowned Manakin (Zeledon's),whcman3
White-crowned Manakin (White-crowned),whcman4
Scarlet-horned Manakin,schman1
Red-capped Manakin,recman1
Golden-headed Manakin,gohman1
Red-headed Manakin,rehman1
Round-tailed Manakin,rotman1
manakin sp.,manaki1
Wing-barred Piprites,wibpip1
Gray-headed Piprites,grhpip1
Black-capped Piprites,bkcpip1
Black-tailed Tityra,blttit1
Black-tailed Tityra (Eastern),bkttit4
Black-tailed Tityra (Western),bkttit5
Black-crowned Tityra,blctit1
Masked Tityra,mastit1
Tityra sp.,tityra1
Varzea Schiffornis,varsch1
Olivaceous Schiffornis,thlsch7
Northern Schiffornis,thlsch2
Northern Schiffornis (Northern),norsch1
Northern Schiffornis (Ecuadorian),thlsch5
Foothill Schiffornis,thlsch8
Russet-winged Schiffornis,thlsch4
Brown-winged Schiffornis,thlsch3
Brown-winged Schiffornis (Amazonian),thlsch6
Brown-winged Schiffornis (Brown-winged),bnwsch1
Greenish Schiffornis,gresch2
Schiffornis sp.,thlsch
Cinereous Mourner,cinmou1
Speckled Mourner,spemou1
White-browed Purpletuft,whbpur1
Dusky Purpletuft,duspur1
Buff-throated Purpletuft,butpur1
Shrike-like Cotinga,shlcot1
Shrike-like Cotinga (Andean),shlcot2
Shrike-like Cotinga (Brazilian),shlcot3
White-naped Xenopsaris,whnxen1
Green-backed Becard,grbbec1
Green-backed Becard (Green-backed),gnbbec1
Green-backed Becard (Yellow-cheeked),gnbbec2
Barred Becard,barbec1
Slaty Becard,slabec1
Cinereous Becard,cinbec2
Cinnamon Becard,cinbec1
Chestnut-crowned Becard,chcbec1
White-winged Becard,whwbec1
Black-and-white Becard,bawbec1
Gray-collared Becard,grcbec1
Gray-collared Becard (Eastern),gycbec1
Gray-collared Becard (Western),gycbec2
Black-capped Becard,blcbec1
Glossy-backed Becard,glbbec1
Rose-throated Becard,rotbec
Jamaican Becard,jambec1
One-colored Becard,oncbec1
Pink-throated Becard,pitbec1
Crested Becard,crebec1
becard sp.,becard1
Albert's Lyrebird,alblyr1
Superb Lyrebird,suplyr1
Rufous Scrub-bird,rusbir1
Noisy Scrub-bird,nosbir1
White-eared Catbird,whecat1
Ochre-breasted Catbird,ocbcat1
Tan-capped Catbird,taccat1
Spotted Catbird,spocat2
Huon Catbird,huocat1
Black-capped Catbird,bkccat1
Northern Catbird,norcat1
Arfak Catbird,arfcat1
Black-eared Catbird,spocat1
Green Catbird,grecat1
Tooth-billed Catbird,tobcat2
Archbold's Bowerbird,arcbow1
Vogelkop Bowerbird,vogbow2
Macgregor's Bowerbird,macbow2
Streaked Bowerbird,strbow1
Golden-fronted Bowerbird,gofbow1
Golden Bowerbird,golbow1
Flame Bowerbird,flabow1
Flame Bowerbird (Masked),flabow3
Flame Bowerbird (Flame),flabow2
Fire-maned Bowerbird,fimbow1
Regent Bowerbird,regbow1
Satin Bowerbird,satbow1
Western Bowerbird,wesbow1
Spotted Bowerbird,spobow1
Great Bowerbird,grebow1
Yellow-breasted Bowerbird,yebbow1
Fawn-breasted Bowerbird,fabbow1
Papuan Treecreeper,paptre1
White-throated Treecreeper,whttre3
White-throated Treecreeper (Little),whttre1
White-throated Treecreeper (White-throated),whttre4
White-browed Treecreeper,whbtre2
Red-browed Treecreeper,rebtre1
Brown Treecreeper,brotre2
Black-tailed Treecreeper,bkttre1
Rufous Treecreeper,ruftre3
Gray Grasswren,grygra1
Pilbara Grasswren,strgra4
Sandhill Grasswren,sangra1
Rusty Grasswren,rusgra1
Striated Grasswren,strgra2
White-throated Grasswren,whtgra1
Carpentarian Grasswren,cargra2
Short-tailed Grasswren,shtgra1
Western Grasswren,thbgra1
Western Grasswren (Western),thbgra2
Western Grasswren (Gawler Range),thbgra3
Thick-billed Grasswren,thbgra4
Black Grasswren,blagra1
Eyrean Grasswren,eyrgra1
Dusky Grasswren,dusgra1
Kalkadoon Grasswren,kalgra1
Southern Emuwren,souemu1
Rufous-crowned Emuwren,rucemu1
Mallee Emuwren,malemu1
Wallace's Fairywren,walfai1
Orange-crowned Fairywren,orcfai1
Broad-billed Fairywren,brbfai1
Campbell's Fairywren,brbfai2
Emperor Fairywren,empfai1
Purple-crowned Fairywren,pucfai2
Red-winged Fairywren,rewfai1
Blue-breasted Fairywren,blbfai1
Variegated Fairywren,varfai1
Variegated Fairywren (Lavender-flanked),varfai2
Variegated Fairywren (Purple-backed),varfai3
Variegated Fairywren (Variegated),varfai4
Lovely Fairywren,lovfai1
Splendid Fairywren,splfai1
Superb Fairywren,supfai1
White-winged Fairywren,whwfai1
White-winged Fairywren (Blue-and-white),whwfai2
White-winged Fairywren (Black-and-white),whwfai3
Red-backed Fairywren,rebfai1
White-shouldered Fairywren,whsfai1
fairywren sp.,fairyw1
Dark-eared Myza,daehon1
White-eared Myza,grshon1
Dark-eared/White-eared Myza,y00887
Eastern Spinebill,easspi1
Western Spinebill,wesspi1
Pied Honeyeater,piehon1
Plain Honeyeater,plahon1
Marbled Honeyeater,marhon1
Streak-headed Honeyeater,sthhon1
Tui,tui1
New Zealand Bellbird,nezbel1
Chatham Island Bellbird,chibel1
Orange-cheeked Honeyeater,orchon1
Puff-backed Honeyeater,pubhon1
Yellow-spotted Honeyeater,yeshon1
Lewin's Honeyeater,lewhon1
Scrub Honeyeater,scrhon1
Mountain Meliphaga,moumel1
Mimic Honeyeater,mimhon1
Forest Honeyeater,forhon1
Spot-breasted Meliphaga,spbmel1
Yellow-gaped Honeyeater,yeghon1
White-lined Honeyeater,whlhon1
Kimberley Honeyeater,kimhon1
Streak-breasted Honeyeater,stbhon3
Tagula Honeyeater,taghon1
Graceful Honeyeater,grahon2
Elegant Honeyeater,grahon3
Graceful/Elegant Honeyeater,grahon1
Meliphaga sp.,meliph1
Yellow Honeyeater,yelhon1
White-gaped Honeyeater,whghon1
White-fronted Honeyeater,whfhon1
Yellow-faced Honeyeater,yefhon1
Black-throated Honeyeater,blthon1
Obscure Honeyeater,obshon1
Yellow-tufted Honeyeater,yethon3
Yellow-tufted Honeyeater (Yellow-tufted),yethon4
Yellow-tufted Honeyeater (Helmeted),yethon5
Purple-gaped Honeyeater,pughon1
Bell Miner,belmin1
Noisy Miner,noimin1
Yellow-throated Miner,yetmin1
Black-eared Miner,blemin1
Yellow-throated x Black-eared Miner (hybrid),x00741
miner sp. (Manorina sp.),miner2
Sooty Melidectes,soomel1
Short-bearded Melidectes,shbmel1
Long-bearded Melidectes,lobmel1
Ornate Melidectes,ornmel1
Cinnamon-browed Melidectes,cibmel1
Vogelkop Melidectes,vogmel1
Huon Melidectes,huomel1
Belford's Melidectes,belmel1
Yellow-browed Melidectes,yebmel1
Belford's x Yellow-browed Melidectes (hybrid),x00742
melidectes sp.,melide1
Bridled Honeyeater,brihon1
Eungella Honeyeater,eunhon1
Spiny-cheeked Honeyeater,spchon1
Little Wattlebird,bruwat1
Western Wattlebird,litwat1
Regent Honeyeater,reghon1
Red Wattlebird,redwat1
Yellow Wattlebird,yelwat1
wattlebird sp.,wattle1
Varied Honeyeater,varhon1
Mangrove Honeyeater,manhon1
Singing Honeyeater,sinhon1
Gavicalis sp.,gavica1
Yellow-plumed Honeyeater,yephon1
White-plumed Honeyeater,whphon1
Yellow-tinted Honeyeater,yethon2
Fuscous Honeyeater,fushon1
Gray-headed Honeyeater,gyhhon1
Gray-fronted Honeyeater,gyfhon1
Bougainville Honeyeater,bouhon1
Brown-backed Honeyeater,brbhon1
Bar-breasted Honeyeater,babhon1
Rufous-banded Honeyeater,rubhon2
Rufous-throated Honeyeater,ruthon1
Gray Honeyeater,gryhon1
Gibber Chat,descha1
Yellow Chat,yelcha1
Crimson Chat,cricha1
Orange Chat,oracha1
White-fronted Chat,whfcha1
Arfak Honeyeater,arfhon1
Smoky Honeyeater,smohon1
Foja Honeyeater,washon1
Spangled Honeyeater,spahon1
Melipotes sp.,melipo1
Macgregor's Honeyeater,machon3
Long-billed Honeyeater,lobhon2
Olive Straightbill,olistr1
